"145","4300 AVERY ROAD, HILLIARD, OH, 43026","Match","Exact","4300 AVERY RD, HILLIARD, OH, 43026","-83.15653703299995,40.03880576500006","218656046","R"
"266","3500 MILL RUN DRIVE, HILLIARD, OH, 43026","Match","Exact","3500 MILL RUN DR, HILLIARD, OH, 43026","-83.11883399899995,40.02552664500007","637616339","L"
"146","3340 HILLIARD ROME ROAD, HILLIARD, OH, 43026","Match","Exact","3340 HILLIARD ROME RD, HILLIARD, OH, 43026","-83.15967116899998,40.01989105500007","135559188","R"
"267","751 ROSEHILL ROAD, REYNOLDSBURG, OH, 43068","Match","Exact","751 ROSEHILL RD, REYNOLDSBURG, OH, 43068","-82.81836090899998,39.966402353000035","135601628","R"
"147","3800 MUNICIPAL WAY, HILLIARD, OH, 43026","Match","Exact","3800 MUNICIPAL WAY, HILLIARD, OH, 43026","-83.15102187799994,40.02980462200003","218690946","R"
"268","867 MOUNT VERNON AVENUE, COLUMBUS, OH, 43203","Match","Exact","867 MOUNT VERNON AVE, COLUMBUS, OH, 43203","-82.97970205499996,39.97094632200003","135579500","R"
"148","3600 LEAP ROAD, HILLIARD, OH, 43026","Match","Exact","3600 LEAP RD, HILLIARD, OH, 43026","-83.13890539599998,40.02601899100006","641105546","R"
"269","60 COLLEGE VIEW RD., WESTERVILLE, OH, 43081","Match","Exact","60 COLLEGEVIEW RD, WESTERVILLE, OH, 43081","-82.94368963899996,40.122626740000044","218698325","L"
"149","5600 SCIOTO DARBY ROAD, HILLIARD, OH, 43026","Match","Exact","5600 SCIOTO DARBY RD, HILLIARD, OH, 43026","-83.16389648799998,40.030213513000035","218682342","R"
"40","1290 COMMUNITY PARK DRIVE, COLUMBUS, OH, 43231","Match","Non_Exact","1290 COMMUNITY PARK DR, COLUMBUS, OH, 43229","-82.95518742699994,40.10083812100004","218662366","R"
"41","4770 BURBANK DRIVE, COLUMBUS, OH, 43220","Match","Exact","4770 BURBANK DR, COLUMBUS, OH, 43220","-83.08301217899998,40.05207844100005","135562397","R"
"42","122 WASHINGTON STREEET, CANAL WINCHESTER, OH, 43110","Match","Non_Exact","122 WASHINGTON ST, CANAL WINCHESTER, OH, 43110","-82.80897646399995,39.84030694200004","218639588","R"
"43","464 RATHMELL ROAD, LOCKBOURNE, OH, 43137","Match","Exact","464 RATHMELL RD, LOCKBOURNE, OH, 43137","-82.99161400999998,39.86223572100005","633180574","L"
"44","4900 SAWMILL ROAD, COLUMBUS, OH, 43235","Match","Exact","4900 SAWMILL RD, COLUMBUS, OH, 43235","-83.09297502799996,40.06804641400004","218694641","R"
"45","2048 DENUNE AVENUE, COLUMBUS, OH, 43211","Match","Exact","2048 DENUNE AVE, COLUMBUS, OH, 43211","-82.95601889299996,40.02173577900004","135711215","L"
"46","620 MCCUTCHEON ROAD, GAHANNA, OH, 43230","No_Match"
"47","1955 FRANK ROAD, COLUMBUS, OH, 43223","Match","Exact","1955 FRANK RD, COLUMBUS, OH, 43223","-83.05434481799995,39.919810581000036","218676467","L"
"48","4500 BIG RUN SOUTH ROAD, GROVE CITY, OH, 43123","Match","Exact","4500 BIG RUN SOUTH RD, GROVE CITY, OH, 43123","-83.11160652599995,39.895608992000064","218674741","R"
"49","522 CHERRINGTON ROAD, WESTERVILLE, OH, 43081","Match","Exact","522 CHERRINGTON RD, WESTERVILLE, OH, 43081","-82.90853609799996,40.113222490000055","218687812","L"
"270","3220 LOWELL DR., COLUMBUS, OH, 43204","Match","Exact","3220 LOWELL DR, COLUMBUS, OH, 43204","-83.09211552199997,39.97324882600003","218484562","L"
"150","4681 LEAP ROAD, HILLIARD, OH, 43026","Match","Exact","4681 LEAP RD, HILLIARD, OH, 43026","-83.14109388399999,40.047837310000034","608547338","L"
"271","4671 TUTTLE ROAD, DUBLIN, OH, 43017","Match","Exact","4671 TUTTLE RD, DUBLIN, OH, 43017","-83.11843590099994,40.07797954100005","641097108","L"
"151","4301 HOFFMAN FARMS DR, HILLIARD, OH, 43026","Match","Exact","4301 HOFFMAN FARMS DR, HILLIARD, OH, 43026","-83.17406412899999,40.03877511300004","218655928","R"
"272","300 WEST DUBLIN GRANVILLE ROAD, WORTHINGTON, OH, 43085","Match","Exact","300 W DUBLIN GRANVILLE RD, WORTHINGTON, OH, 43085","-83.02456217199995,40.089147867000065","218686107","R"
"152","2001 NORTHWEST BOULEVARD, COLUMBUS, OH, 43212","Match","Exact","2001 NORTHWEST BLVD, COLUMBUS, OH, 43212","-83.05153151799999,39.99792597600003","218652496","L"
"273","1189 DENNISON AVENUE, COLUMBUS, OH, 43201","Match","Exact","1189 DENNISON AVE, COLUMBUS, OH, 43201","-83.00836224199998,39.98707094700006","135575272","L"
"153","6000 RENNER ROAD, COLUMBUS, OH, 43228","Match","Exact","6000 RENNER RD, COLUMBUS, OH, 43228","-83.16516152899999,39.98290577400007","218650240","R"
"274","2900 TREMONT ROAD, COLUMBUS, OH, 43221","Match","Exact","2900 TREMONT RD, COLUMBUS, OH, 43221","-83.06632336699994,40.015006490000076","218654361","R"
"154","1160 WATKINS ROAD, COLUMBUS, OH, 43207","Match","Exact","1160 WATKINS RD, COLUMBUS, OH, 43207","-82.96465659199998,39.90523724700006","218643647","L"
"275","1581 CAMBRIDGE BLVD, COLUMBUS, OH, 43212","Match","Exact","1581 CAMBRIDGE BLVD, COLUMBUS, OH, 43212","-83.05778150799995,39.98882305800004","218681000","L"
"155","3360 PATRIOT BLVD., COLUMBUS, OH, 43219","Match","Exact","3360 PATRIOT BLVD, COLUMBUS, OH, 43219","-82.92869871899995,40.042736681000065","642843368","L"
"276","240 WEST OAKLAND AVENUE, COLUMBUS, OH, 43201","Match","Non_Exact","240 E OAKLAND AVE, COLUMBUS, OH, 43201","-83.00389792799996,40.008882001000075","218681922","L"
"156","1545 HUY ROAD, COLUMBUS, OH, 43224","Match","Exact","1545 HUY RD, COLUMBUS, OH, 43224","-82.97273903699994,40.03545065000003","648312238","L"
"277","1731 GREENWAY AVENUE, COLUMBUS, OH, 43203","Match","Exact","1731 GREENWAY AVE, COLUMBUS, OH, 43203","-82.95575479299998,39.97391569700005","218651417","R"
"157","6305 BRAND ROAD, DUBLIN, OH, 43017","Match","Non_Exact","6305 BRAND RD, DUBLIN, OH, 43016","-83.15177698199994,40.12792256300003","218698170","L"
"278","6969 EAST LIVINGSTON AVENUE, REYNOLDSBURG, OH, 43068","Match","Exact","6969 E LIVINGSTON AVE, REYNOLDSBURG, OH, 43068","-82.81114852999997,39.945732485000065","135595222","R"
"158","6767 GENDER ROAD, CANAL WINCHESTER, OH, 43110","No_Match"
"279","1625 ZOLLINGER ROAD, UPPER ARLINGTON, OH, 43221","Match","Exact","1625 ZOLLINGER RD, UPPER ARLINGTON, OH, 43221","-83.05485019899999,40.018908870000075","218682760","L"
"159","2141 INDIANOLA AVENUE, COLUMBUS, OH, 43201","Match","Exact","2141 INDIANOLA AVE, COLUMBUS, OH, 43201","-83.00288210299999,40.006836589000045","218681926","L"
"50","1480 ZETTLER ROAD, COLUMBUS, OH, 43227","Match","Exact","1480 ZETTLER RD, COLUMBUS, OH, 43227","-82.91098208499994,39.94094582800005","218647439","L"
"51","5586 OLENTANGY RIVER RD, COLUMBUS, OH, 43235","Match","Exact","5586 OLENTANGY RIVER RD, COLUMBUS, OH, 43235","-83.03914597599999,40.07454473800004","636561767","R"
"52","5755 FEDER ROAD, COLUMBUS, OH, 43228","Match","Exact","5755 FEDER RD, COLUMBUS, OH, 43228","-83.15608106699995,39.97330896500006","218688960","L"
"53","6176 SHARON WOODS BOULEVARD, COLUMBUS, OH, 43229","Match","Exact","6176 SHARON WOODS BLVD, COLUMBUS, OH, 43229","-82.96757583499993,40.094100034000064","135570433","R"
"54","2600 MCCUTCHEON ROAD, COLUMBUS, OH, 43219","Match","Exact","2600 MCCUTCHEON RD, COLUMBUS, OH, 43219","-82.91478087099995,40.03360029000004","628001181","L"
"55","235 MCNAUGHTEN ROAD, COLUMBUS, OH, 43213","Match","Exact","235 MCNAUGHTEN RD, COLUMBUS, OH, 43213","-82.83665919399994,39.97531633400007","641137832","R"
